m1_prod_P1;m1_prod_P2;m1_prod_P3;m1_prod_P4;m2_prod_P1;m2_prod_P2;m2_prod_P3;m2_prod_P4;m3_prod_P1;m3_prod_P2;m3_prod_P3;m3_prod_P4;m1_stock_P1;m1_stock_P2;m1_stock_P3;m1_stock_P4;m2_stock_P1;m2_stock_P2;m2_stock_P3;m2_stock_P4;m3_stock_P1;m3_stock_P2;m3_stock_P3;m3_stock_P4;asAvgProfit;avgProfit;asMaxRisk;maxRisk;objective
0;0;0;0;0;0;0;0;0;367;133;367;0;0;0;0;0;0;0;0;50;50;50;50;3032;5984.48;4480;1523.05;1.51084e-005
90;0;200;90;0;0;0;0;0;121;0;121;0;0;0;0;0;0;0;0;50;50;50;50;3840;4298.25;4480;1138.52;2.347995955260952e-006
233;0;0;233;0;0;123;0;0;157;0;157;0;0;0;0;0;0;0;0;50;50;50;50;4648;6328.24;4480;1309.76;8.59964654848275e-006
172;0;0;172;0;0;0;0;0;142;264;142;0;0;0;0;0;0;0;0;50;50;50;50;5456;6261.87;4480;1623.52;4.125959450658968e-006
0;0;0;0;0;0;0;0;0;400;427;400;0;0;0;0;0;0;0;0;50;50;50;50;6264;8612.49;4480;2057.48;1.20178e-005
300;0;0;300;0;0;0;0;0;342;0;342;0;0;0;0;0;1;0;1;50;50;50;50;7072;9038.66;4480;1862.39;1.00645e-005
131;0;0;131;0;0;0;0;0;400;346;400;0;0;0;0;0;0;0;0;50;50;50;50;7880;9927.33;4480;2069.16;1.0477e-005
299;0;161;299;0;0;0;0;0;272;0;272;0;0;0;0;0;0;0;0;50;50;50;50;8688;9201.38;4480;1876.04;2.629251486848274e-006
300;0;0;300;0;0;0;0;0;327;94;327;0;0;0;0;0;0;0;0;50;50;50;50;9496;9504.17;4480;1907.1;4.452592125369254e-008
300;0;180;300;0;0;0;0;0;341;0;341;0;0;0;0;0;0;0;0;50;50;50;50;10304;10334.6;4480;2098.38;1.590150066430801e-007
300;0;0;300;0;0;0;0;0;338;385;338;0;0;0;0;0;0;0;0;50;50;50;50;11112;11798;4480;2597.9;3.511557038842631e-006
299;0;200;299;0;0;330;0;0;274;0;274;0;0;0;0;0;0;0;0;50;50;50;50;11920;11940.5;4480;3132.95;1.062126449610788e-007
297;0;199;297;0;0;398;0;0;297;0;297;0;0;0;0;0;0;0;0;50;50;50;50;12728;12729.9;4480;3418.66;1.067725575584503e-008
300;0;18;300;0;0;0;0;0;374;548;374;0;0;0;0;0;0;0;0;50;50;50;50;13536;13638.4;4480;3362.38;5.253060359872592e-007
300;0;200;300;0;0;455;0;0;379;0;379;0;0;0;0;0;0;0;0;50;50;50;50;14344;14363.2;4480;3728.04;9.901757055441595e-008
299;0;200;299;0;0;500;0;0;400;26;400;0;0;0;0;0;0;0;0;50;50;50;50;15152;15168.2;4480;4030.93;8.320054619351532e-008
300;0;200;300;0;0;500;0;0;400;133;400;0;0;0;0;0;0;0;0;50;50;50;50;15960;15968.8;4480;4468.24;4.496474936627433e-008
300;0;200;300;0;0;500;0;0;400;168;400;0;0;0;0;0;0;0;0;50;50;50;50;16768;16225.9;4480;4610.45;-0.02773584559439196
300;0;200;300;0;0;500;0;0;400;202;400;0;0;0;0;0;0;0;0;50;50;50;50;17576;16475.7;4480;4748.61;-0.05652465841575167
300;0;200;300;0;0;500;0;0;400;235;400;0;0;0;0;0;0;0;0;50;50;50;50;18384;16718.1;4480;4882.7;-0.08523421806993003
300;0;200;300;0;0;500;0;0;400;269;400;0;0;0;0;0;0;0;0;50;50;50;50;19192;16967.9;4480;5020.85;-0.1138141574446955
300;0;199;300;0;0;255;0;0;400;548;400;0;0;0;0;0;0;0;0;50;50;50;50;20000;17210.3;4480;5154.94;-0.1427325905454686
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;50;-200;-199.9999999999972;4800;2.813749233609997e-012;5.049973698053657e-009
102;0;82;102;0;0;9;0;0;144;0;144;0;0;0;0;0;0;0;0;50;50;50;50;608;3998.83;4800;842.137;1.73521e-005
167;0;0;167;0;0;0;0;0;93;30;93;0;0;0;0;0;0;1;0;50;50;50;50;1416;3781.05;4800;784.133;1.21042e-005
90;0;200;90;0;0;0;0;0;121;0;121;0;0;0;0;0;0;0;0;50;50;50;50;2224;4298.25;4800;1138.52;1.0616e-005
91;0;200;91;0;0;0;0;0;121;0;121;0;0;0;0;0;0;0;0;50;50;50;50;3032;4312.83;4800;1141.06;6.556752338327611e-006
91;0;200;91;0;0;0;0;0;124;0;124;0;0;0;0;0;0;0;0;50;50;50;50;3840;4355.4;4800;1143.47;2.640698316160062e-006
233;0;0;233;0;0;123;0;0;157;0;157;0;0;0;0;0;0;0;0;50;50;50;50;4648;6328.24;4800;1309.76;8.599983213395954e-006
296;0;0;296;0;0;0;0;0;245;453;245;0;0;0;0;0;0;0;0;50;50;50;50;5456;10919.6;4800;2789.09;2.79546e-005
0;0;0;0;0;0;0;0;0;400;427;400;0;0;0;0;0;0;0;0;50;50;50;50;6264;8612.49;4800;2057.48;1.20181e-005
300;0;0;300;0;0;0;0;0;342;0;342;0;0;0;0;0;1;0;1;50;50;50;50;7072;9038.66;4800;1862.39;1.00648e-005
131;0;0;131;0;0;0;0;0;400;346;400;0;0;0;0;0;0;0;0;50;50;50;50;7880;9927.33;4800;2069.16;1.04773e-005
299;0;161;299;0;0;0;0;0;272;0;272;0;0;0;0;0;0;0;0;50;50;50;50;8688;9201.38;4800;1876.04;2.629588151761478e-006
300;0;0;300;0;0;0;0;0;327;94;327;0;0;0;0;0;0;0;0;50;50;50;50;9496;9504.17;4800;1907.1;4.486258616689611e-008
300;0;180;300;0;0;0;0;0;341;0;341;0;0;0;0;0;0;0;0;50;50;50;50;10304;10334.6;4800;2098.38;1.593516715562837e-007
300;0;0;300;0;0;0;0;0;338;385;338;0;0;0;0;0;0;0;0;50;50;50;50;11112;11798;4800;2597.9;3.511893703755834e-006
300;0;200;300;0;0;82;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;11920;11921.1;4800;2439.25;7.918856219987873e-009
297;0;199;297;0;0;398;0;0;297;0;297;0;0;0;0;0;0;0;0;50;50;50;50;12728;12729.9;4800;3418.66;1.101392066904861e-008
75;0;200;75;0;0;500;0;0;400;260;400;0;0;0;0;0;0;0;0;50;50;50;50;13536;13621.4;4800;4413.48;4.374648866393719e-007
300;0;200;300;0;0;455;0;0;379;0;379;0;0;0;0;0;0;0;0;50;50;50;50;14344;14363.2;4800;3728.04;9.935423546761952e-008
299;0;200;299;0;0;500;0;0;400;26;400;0;0;0;0;0;0;0;0;50;50;50;50;15152;15168.2;4800;4030.93;8.35372111067244e-008
300;0;200;300;0;0;500;0;0;400;133;400;0;0;0;0;0;0;0;0;50;50;50;50;15960;15968.8;4800;4468.24;4.530141427947791e-008
300;0;200;300;0;0;500;0;0;400;223;400;0;0;0;0;0;0;0;0;50;50;50;50;16768;16629.9;4800;4833.94;-0.007141356841661564
300;0;200;300;0;0;500;0;0;400;256;400;0;0;0;0;0;0;0;0;50;50;50;50;17576;16872.4;4800;4968.02;-0.0360008140767205
300;0;200;300;0;0;500;0;0;400;290;400;0;0;0;0;0;0;0;0;50;50;50;50;18384;17122.1;4800;5106.18;-0.06456210259791781
300;0;200;300;0;0;498;0;0;400;325;400;0;0;0;0;0;0;0;0;50;50;50;50;19192;17364.6;4800;5240.27;-0.09349918655225843
300;0;200;300;0;0;309;0;0;400;548;400;0;0;0;0;0;0;0;0;50;50;50;50;20000;17614.3;4800;5378.42;-0.1220604750734563
